,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_cash_bal,sa_st_trade_bills_receivables,sa_debtors_more_6m,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_interest_inc,sa_interest_exp,sa_st_inventories,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_non_fin_services_inc,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_equity_div_inc_dist_pc_pat,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_total_div_pc_pat,sa_total_interest_exp,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_rawmat_stores_spares_avg_stk_rawmat_stores,sa_cost_of_goods_sold_avg_stk_fg,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty
5666,83183,FEDERAL-MOGUL GOETZE (INDIA) LTD.,2018,13622.1,13487.1,10476.4,829.5,10476.4,4517.7613,4311.3,2775.0,,2102.0,,2102.0,11351.5,11460.9,734.3,829.5,1446.0,9.7,102.0,1820.1,2050.6,1245.2,556.3,12724.2,2180.3,9734.47,12156.4,12707.6,13077.7,734.3,6165.1,5140.1,12724.2,113.8,38.3,1123.9,899.2,13561.4,13402.1,-287.8298,-229.3404,4.6702,829.5,0.0,1336.6,1327.8,1316.3,1545.2,0.0,262.3898,1.3064,2.3645,44.7493,56.1619,-0.349,0.0,102.0,89.3284,90.1893,0.8609,32.5117,6.0894,0.0,0.2064,0.1972,33.6789,0.0,5.0177,22.8547,38.0452,16.0056,9.7474,6.0894,11.3433,5.7081,12.790999999999999,13.7064,25.5325,17.8595,11.1027,11.8972,7.4238,127.8194,48.7556,0.7199,1.3661,0.1052,0.0142,1.3121,12.3918,12.1181,6.8026,3.8280000000000003,4.7364,1.0869,2.6163,10.0,14.4521,6732.9,594.4,1.0983,32352.8652,41.6596,5.1907,702586.0
5712,83700,GOLDEN GOENKA FINCORP LTD.,2018,209.3,,2606.8,115.2,2606.8,0.0,2246.3,1.5,0.1,0.1,,0.1,27.6,29.2,1.5,115.2,180.2,191.8,,1.3,-27.6,177.1,951.2,13.7,181.7,7.52,16.0,94.1,-0.1,1.5,360.5,12.0,13.7,,207.8,178.2,30.6,207.8,,11.5463,-6.1961,-0.3502,115.2,0.0,178.6,164.7,-29.1,128.3,0.0,0.0,0.0827,0.0369,-123.9223,230.926,223.9223,0.0,,29.3305,31.0308,1.7003,0.8523,55.0406,0.0,7.5949,0.055,0.8255,0.0,0.8806,27.2427,63.4012,86.8132,78.6909,55.0406,61.2996,54.7161,4.7606,4.8234,5.3719,7.4152,4.7606,4.8234,4.4903,-346.8479,0.0045,2.3576,2.3676,0.0,0.2441,725.4375,,,0.0,,24.7381,0.0,0.0,5.0,0.8726,2468.2,12.3,1.0924,2252.4218,13.5688,0.9235,158900.0
5729,83912,OLECTRA GREENTECH LTD.,2018,1715.6,1642.2,3228.2,88.9,3228.2,1118.2971,2208.7,983.7,,951.0,,951.0,1966.1,2028.6,32.2,88.9,187.2,9.5,32.4,634.1,146.0,72.4,308.8,773.0,219.4,1297.09,1528.4,2096.6,1607.8,32.2,1019.5,716.1,773.0,,21.1,955.4,129.4,1665.6,2112.1,516.8665,31.7824,14.2511,88.9,0.0,124.7,118.9,113.8,87.2,0.0,229.3255,0.6958,0.7374,5.6462,91.8221,3.4876,0.0,32.4,93.7756,96.7567,2.9810000000000003,3.4313,5.1819,0.0,2.6436,0.0,14.6764,0.0,28.4868,13.6737,40.5196,12.7885,6.9305,5.1819,5.0828,2.3355,2.9406,6.7203,6.5918,3.6052,1.9371,4.4268,1.5776,126.4432,43.056999999999995,1.1579,1.9146,0.3651,0.2127,53.06399999999999,10.1384,,2.3828,7.6963,10.1934,2.3328,2.476,4.0,1.4986,1875.3,279.8,1.1025,13729.4496,242.0027,7.4783,520234.0
5765,84205,KANSAI NEROLAC PAINTS LTD.,2018,52765.9,52041.7,40822.6,5164.0,40822.6,17464.4468,25450.3,8278.1,292.9,6900.9,205.6,6900.9,44533.1,44533.1,757.9,3208.9,7864.0,204.3,,8057.6,7897.7,7832.5,538.9,17041.1,8621.9,32093.91,45133.1,47991.0,51261.0,757.9,15372.3,10064.0,17041.1,,692.7,15970.8,901.3,52736.9,52430.8,6366.8748,-3547.3954,-448.1794,5164.0,0.0,7864.0,7864.0,7139.8,5939.8,31.3091,517.1075,1.3718,0.5496,-149.5971,268.4972,-13.5973,31.3091,,92.7947,92.7947,0.0,11.3072,9.7866,0.0,0.0,0.0,8.7904,0.0,0.0,31.3156,59.894,16.3399,14.9036,9.7866,11.2569,9.737,17.3174,17.4152,20.0316,26.2064,17.180999999999997,17.278,13.35,-95.6755,27.1152,1.8833,2.8732,0.0059,1.063,31.2457,8.577,7.7125,8.1631,4.973,23.2772,3.1791,5.3299,1.0,9.6944,32649.6,593.35,1.055,306025.563,58.5751,9.516,1122022.0
5782,84491,GOPALA POLYPLAST LTD.,2018,2752.1,2676.5,1891.0,70.9,1891.0,1169.022,1414.8,1166.3,1.3,706.3,,706.3,2566.5,2756.3,57.0,70.9,260.7,0.6,65.8,493.1,250.3,79.1,159.2,1056.2,317.7,2304.2,2482.7,2821.5,2669.5,57.0,476.2,415.8,1056.2,347.8,75.6,62.0,361.9,2752.1,2816.8,296.5277,-704.5452,-64.7825,70.9,0.0,70.9,69.7,193.3,127.9,0.0,643.6989,1.5507,-3.1636,149.0155,-62.7174,13.5055,0.0,65.8,90.9623,97.6892,6.7269,1.0463,2.5762,0.0,0.0,0.3777,17.9415,0.0,59.7419,-0.3777,22.3167,11.5439,2.5326,2.5762,4.6474,2.8742,31.3951,28.1405,50.763999999999996,6.1083,6.1083,5.4751,4.4568,118.1189,49.9223,0.6127,1.0524,3.7077,0.0152,2.5140000000000002,18.659000000000002,52.6674,3.9488,6.2182,32.9199,2.576,6.2895,10.0,10.9176,335.1,180.0,1.1624,1542.3089,37.8946,6.2798,512769.0
5794,84719,GOTHI PLASCON (INDIA) LTD.,2018,28.2,25.9,106.0,22.2,106.0,0.0,32.3,2.0,,,,,3.3,3.3,2.7,22.2,22.2,2.3,,,22.6,22.2,102.0,88.9,24.9,3.46,6.0,6.0,25.3,2.7,73.7,73.7,88.9,,2.3,28.0,21.1,28.2,25.9,3.8468,1.4982,0.255,22.2,0.0,22.2,22.2,19.9,24.9,0.0,35.1425,0.3016,0.4118,26.7532,68.693,4.8577,0.0,,55.0,55.0,0.0,9.6522,78.7234,0.0,0.0,0.0,10.8434,0.0,0.0,0.0,89.1566,88.2979,78.7234,78.7234,88.2979,78.7234,30.8977,30.8977,34.6555,30.8977,30.8977,30.8977,23.7433,36.1085,0.0,0.85,15.0,0.0,0.85,103.4167,,,,,20.1429,0.2925,0.3465,10.0,2.3333,89.7,17.29,1.05,173.196,8.8818,2.1979,4700.0
5839,85379,GRANULES INDIA LTD.,2018,16776.4,16538.7,26213.2,1391.6,26213.2,8161.1026,11482.9,8152.1,0.6,6848.6,,6848.6,13451.9,13781.2,759.2,1101.1,2435.8,159.9,260.2,2273.6,2957.9,2096.4,253.8,10656.6,3195.0,12204.42,14316.5,15255.9,16366.9,759.2,14730.3,6601.6,10656.6,,227.0,1870.0,5163.8,16776.4,16409.8,4245.8397,-1038.8267,-317.613,1391.6,0.0,2106.5,2084.5,2198.7,2226.7,17.3469,250.5256,0.7484,0.5505,-35.953,146.9454,-9.4549,17.3469,310.3,88.1751,90.3336,2.1585,9.2352,8.295,0.0,0.2848,0.4038,23.7621,0.0,10.3067,21.686999999999998,43.5556,19.0446,12.4252,8.295,13.2728,8.2986,12.8754,12.8699,20.5931,11.0409,7.3322,7.329,6.2107,943.5416,59.6417,0.951,1.227,0.7655,0.1183,24.8373,6.9306,32.0284,2.8629,4.2792,9.8488,1.6514,2.6133,1.0,5.6389,13177.9,150.5,1.104,37260.4181,26.1147,2.8894,13808519.0
5846,85402,DOLLAR INDUSTRIES LTD.,2018,9845.5,9801.6,7009.4,640.2,7009.4,6327.8495,6252.6,2662.3,1.0,2720.3,,2720.3,8843.1,9027.0,121.7,575.0,1145.2,5.1,178.9,2829.0,1223.0,934.8,113.4,952.4,1266.9,6424.27,8690.7,9469.8,9800.5,121.7,756.8,684.0,952.4,,17.4,3065.9,477.2,9844.1,10066.1,1535.0464,-481.5576,-83.2888,640.2,0.0,961.3,958.1,1101.3,744.4,8.4661,1432.9825,1.5773,1.0541,-49.6349,158.2196,-7.7558,8.4661,178.9,93.3821,95.3241,1.942,53.7241,6.5025,0.0,0.2526,0.0,9.6061,0.0,14.5157,25.0927,50.5328,12.8678,9.7313,6.5025,7.5608,6.4892,23.6479,23.6997,27.5571,19.8813,13.585999999999999,13.6158,10.234,69.5091,43.5067,1.0697,2.0215,0.5219,0.0654,8.2696,3.4175,5.5222,3.9305,6.6537,37.26,10.6015,13.6846,2.0,11.4923,3665.6,514.75,1.1051,28445.97,45.2026,8.3569,610133.0
5851,85447,GRASIM INDUSTRIES LTD.,2018,166077.0,160552.6,542102.9,17686.6,542102.9,52430.4826,82069.4,54154.3,6.1,26793.0,699.8,26793.0,128150.6,130210.3,6276.6,13671.9,27987.5,830.6,1563.6,25916.6,31580.9,27797.3,1314.7,127290.4,34264.1,113668.84,135499.6,147579.3,158173.9,6276.6,460033.5,108165.6,127290.4,217.1,4552.7,16767.9,31751.1,165449.3,159741.5,116740.9972,-34354.6428,-34060.0545,17686.6,0.0,25927.8,25759.1,25304.3,23905.7,22.6991,148.4322,0.4721,0.2759,-71.0889,241.5683,-59.8559,22.6991,1570.5,86.8351,88.2307,1.3957,6.1057,10.6496,0.0,0.4924,0.0,18.3183,0.0,6.0112,23.5596,51.6185,20.6315,15.5103,10.6496,14.3943,12.034,7.0077,6.2251,8.414,9.1901,6.5825,5.8474,5.6594,-31.622,32.6468,0.8215,1.2715,0.0694,0.3239,1.1281,4.5308,27.3177,8.2793,6.4964,14.4698,1.9243,2.3774,2.0,34.7696,434390.2,1261.1,1.0848,820352.2642,48.3658,5.306,7144177.0
5860,85467,GRAUER & WEIL (INDIA) LTD.,2018,5139.7,5008.1,5150.7,605.6,5150.7,1666.2562,2908.1,950.8,2.2,886.0,,886.0,4049.6,4075.1,139.2,496.4,927.8,65.1,18.2,682.8,935.4,854.8,226.7,2350.2,1067.0,3642.19,4269.9,4511.0,4918.8,139.2,2242.6,2061.8,2350.2,308.1,84.1,1811.0,576.1,5103.7,4985.0,612.5335,-225.452,-28.8815,605.6,0.0,902.3,874.4,796.2,777.5,14.9769,242.8994,1.0478,0.6431,-62.9402,171.0032,-5.2412,14.9769,18.2,89.7717,90.337,0.5653,10.1641,11.7828,0.0,0.0,2.6148,13.0459,0.0,2.3899,25.1921,56.7573,20.76,17.0127,11.7828,15.1273,11.1605,17.2931,18.3861,23.605,24.9213,16.6064,17.656,11.6126,38.3112,30.4666,2.0554,2.7531,0.0203,1.1787,102.3221,7.3445,16.8659,6.1699,6.0836,8.9523,2.1734,2.3955,1.0,2.8173,3738.8,85.5,1.1356,18703.2244,30.3033,5.2024,1496596.0
5869,85543,GREAT EASTERN SHIPPING CO. LTD.,2018,23992.7,20610.3,105589.9,1601.9,105589.9,11253.7771,32140.4,10433.3,0.2,1692.8,189.0,1692.8,13931.2,17213.2,4914.9,475.5,5146.6,707.9,3218.2,962.7,6679.1,1713.2,1507.8,78257.6,10061.5,13612.35,18754.7,22390.8,20605.1,4914.9,73449.5,55422.2,78257.6,20610.3,3231.0,15146.6,36196.1,23863.3,20610.3,1949.5249,-611.7996,-52.5253,1601.9,0.0,1864.6,1671.9,1764.2,6389.5,61.1836,37.1878,0.2252,0.1526,-47.6035,151.6904,33.7757,61.1836,3218.2,62.2184,76.8762,14.6578,0.5302,6.6766,0.0,1.8953,0.0199,48.8486,0.0,32.6194,0.6957,15.9211,41.9357,6.9684,6.6766,26.631,6.1706,2.8402,3.0898,12.3242,1.7994,1.5466,1.6825,1.3823,102.4949,5.2669,1.8225,1.8940000000000001,0.8109999999999999,1.5647,369.1415,1.83,,18.6586,4.5996,5.4805,0.2705,0.3701,10.0,21.1372,53356.4,485.0,1.096,70239.4957,38.8795,1.3164,1093324.0
5874,85647,GREAVES COTTON LTD.,2018,19367.3,18423.7,13820.4,2026.2,13820.4,4137.3611,7277.5,3251.6,85.2,2766.8,,2766.8,15623.1,15631.2,523.5,409.7,2990.8,25.6,8.0,1094.2,2570.7,2382.6,488.4,4078.2,3514.3,14457.8,16595.6,17111.2,17932.3,523.5,6542.9,2734.5,4078.2,958.4,343.5,3552.0,439.6,18842.1,18193.8,1277.4985,-769.0464,-51.9521,2026.2,0.0,2982.7,2955.9,2047.2,2565.1,66.2866,673.7502,1.4492,0.5398,-168.4658,279.8463,-1.038,66.2866,8.0,91.3034,91.3507,0.0473,6.9362,10.462,0.0,0.0,0.7626,14.8963,0.0,0.2305,26.4548,57.6559,18.1455,15.2623,10.462,13.2445,7.9662,15.9565,21.5396,27.2684,25.3284,15.9565,21.5396,11.2318,110.149,38.0186,1.6456,2.0043,0.0,0.8469,19.3743,18.9519,26.5793,6.4573,4.9999,11.2089,4.6515,6.5279,2.0,6.3377,10669.4,165.0,1.0801,38743.408,25.3298,3.8734,8587440.0
5887,85979,GREENPLY INDUSTRIES LTD.,2018,17083.3,17035.2,20861.4,1356.9,20861.4,6085.5665,6276.9,5511.9,28.7,2935.6,,2935.6,14604.1,14839.4,448.1,1268.3,2161.6,18.8,76.3,2149.7,2611.9,1958.2,122.6,7855.9,2609.7,11491.58,14916.8,15907.2,16749.6,448.1,14584.5,4829.8,7855.9,0.1,29.7,129.1,6060.5,17071.2,17216.0,5367.8887,-4686.3453,-1412.1433,1356.9,0.0,1926.3,1896.1,2163.8,1951.6,5.4241,352.7103,0.9362,-0.1729,641.4379,-734.7233,191.4872,5.4241,483.6,91.8081,93.2873,1.4792,65.9327,7.9428,0.0,1.1572,0.0,17.1706,0.0,9.0164,20.6614,51.9945,15.2763,11.0991,7.9428,11.424000000000001,8.1722,16.4605,16.0098,23.0265,14.1193,10.0591,9.7837,7.6455,315.3015,46.7683,0.6183,1.0232,0.7156,0.0531,7.2624,6.6192,16.6557,5.6707,5.0408,10.8671,2.1901,3.4615,1.0,11.9565,9388.6,401.1,1.0771,47695.9253,32.5303,5.3586,1203049.0
5892,86049,KOTHARI WORLD FINANCE LTD.,2018,33.4,28.2,195.7,20.0,195.7,0.0,75.7,0.7,0.1,,,,4.0,4.3,2.8,20.0,26.6,4.0,,5.2,24.2,25.8,74.4,0.3,29.4,4.46,6.8,13.4,28.1,2.8,120.0,0.2,0.3,28.2,4.7,74.8,5.5,33.4,28.2,2.9885,-0.2629,-0.0256,20.0,0.0,26.3,26.1,21.4,23.0,0.0,14100.0,0.1796,0.1636,-9.7372,110.685,22.4871,0.0,,29.8507,32.0896,2.2388,5.4894,59.8802,0.0,0.0,0.6803,9.5238,0.0,1.0204,20.7483,68.0272,88.024,78.1437,59.8802,68.8623,59.8802,11.1421,11.1421,12.8134,14.3733,11.1421,11.1421,10.7527,65.2547,0.0,100.1429,107.8571,0.0,92.4286,3494.3382,,,,0.5,12.8462,112.8,188.0,10.0,2.958,195.7,56.5,1.0275,420.2188,28.1419,2.2698,7300.0
5899,86189,GRINDWELL NORTON LTD.,2018,14571.9,14302.0,13423.3,1471.6,13423.3,5721.7866,7676.4,2563.0,3.1,1790.9,58.5,1790.9,11784.8,11795.3,421.8,938.5,2263.2,29.2,10.5,2634.7,2415.1,2170.1,553.6,4347.5,2685.0,9450.78,12357.0,12998.2,14073.5,421.8,5746.9,3167.5,4347.5,2283.4,187.3,4568.4,657.6,14571.9,14199.9,1661.3156,-702.2461,-85.1695,1471.6,0.0,2252.7,2221.1,1993.3,1887.9,30.0965,451.5233,1.2418,0.6885,-80.3577,190.1036,-5.4548,30.0965,10.5,90.6649,90.7456,0.0808,11.5862,10.0989,0.0,0.7337,0.4432,15.7095,0.0,0.3911,27.9143,54.8082,18.4259,15.2424,10.0989,12.9558,10.0989,17.6565,17.6565,22.6514,25.9948,17.6278,17.6278,12.5412,71.668,23.3299,1.6105,2.5869,0.0,0.9366,8.0698,4.8309,11.530999999999999,9.3358,4.4288,8.3626,4.4084,6.2959,5.0,14.4861,9226.8,589.85,1.1097,62512.512,45.8875,7.0226,637126.0
5919,86417,GRUH FINANCE LTD.,2018,17049.9,,167602.2,3626.8,167602.2,0.0,11812.2,76093.1,55.2,,,,999.9,11062.6,30.9,2396.8,16019.1,16233.8,9700.0,,-999.9,5953.5,731.4,397.4,16050.0,452.73,1020.1,13423.1,-2.1,30.9,155790.0,154.2,397.4,,17047.0,-73999.7,77669.0,17047.0,,2767.0759,-619.1776,-114.0983,3626.8,0.0,5956.4,5620.7,-1030.8,4327.3,28.1791,0.0,0.1101,0.0844,-30.4444,136.0545,130.4444,28.1791,9700.0,7.4491,82.4146,74.9655,0.3492,21.2717,0.0,2.0243,0.0673,0.1925,0.0,62.696000000000005,12.4231,22.5969,94.1354,32.9662,21.2717,25.3802,21.2583,29.0594,29.0827,34.6999,4.1636,2.5344,2.5364,2.3404,34.5354,0.0,0.02,0.0279,10.1916,0.0188,261.6293,,,,0.3715,31.1816,0.0,0.0,2.0,10.0103,14962.2,737.7,1.1626,265183.58,73.1763,19.2034,3483894.0
5928,86534,GUFIC BIOSCIENCES LTD.,2018,3086.6,3044.0,2447.5,160.2,2447.5,1930.4373,2028.8,1610.8,0.8,868.8,58.6,868.8,2964.2,3052.7,43.0,155.5,398.4,6.2,86.6,938.8,411.5,291.1,77.4,302.9,441.4,2013.41,2672.3,3258.1,3010.4,43.0,418.7,223.2,302.9,66.8,11.1,278.3,181.2,3061.5,3375.7,710.0904,-190.2862,-51.6042,160.2,0.0,309.9,282.8,368.5,233.6,2.4345,1363.7993,1.4409,1.0245,-40.6421,151.6639,-10.292,2.4345,86.6,90.9794,93.6957,2.7163,26.2252,5.1902,0.0,0.0,6.1396,9.7417,0.0,20.0498,27.7753,36.2936,14.3005,9.1622,5.1902,7.5682,4.8277,32.5336,35.263000000000005,51.4198,25.6227,13.0094,14.1009,6.8996,57.9734,42.8233,0.563,1.1664,1.4885,0.0434,9.9162,4.9174,6.002999999999999,4.2828,3.2106,6.8844,10.8831,13.7489,1.0,2.1008,574.6,164.35,1.1251,12201.9625,82.5573,22.7946,1266101.0
5937,86604,GUJARAT ALKALIES & CHEMICALS LTD.,2018,26225.8,24929.6,51584.1,5350.2,51584.1,7929.6514,12964.3,4366.8,30.7,4247.3,,4247.3,17217.6,17367.4,1273.2,4908.2,7720.3,417.9,126.3,2654.7,7697.3,6846.7,734.4,24394.3,8993.5,14468.17,18387.1,20860.9,24333.3,1273.2,38619.8,21043.7,24394.3,22.0,572.4,7979.1,8361.2,25687.0,24914.9,3151.0809,-473.6677,-63.2132,5350.2,0.0,7570.5,7531.8,6424.1,7177.3,6.8633,118.4659,0.63,0.5334,-18.119,120.5371,2.3408,6.8633,126.3,82.5353,83.2534,0.7181,11.9614,20.4005,0.0,0.2969,0.1334,14.1569,0.0,1.6656,24.2575,59.4896,34.2926,28.719,20.4005,27.3673,18.7309,16.8354,18.7207,25.1139,21.531,15.1306,16.825,11.5589,76.6437,32.7615,1.2266,2.6685,0.0938,0.2852,26.62,4.0412,40.0558,6.4563,5.2199,12.7549,1.5244,1.8369,10.0,77.4746,32824.5,935.0,1.0918,67495.8805,16.926,2.3032,1790618.0
5946,86609,GUJARAT AMBUJA EXPORTS LTD.,2018,33987.7,33766.3,19216.6,1798.8,19216.6,10188.3295,10122.5,8019.1,2.3,2299.9,6.8,2299.9,30659.6,30839.0,762.9,1688.3,2637.3,22.3,135.8,7237.3,3178.8,2289.5,229.3,9687.1,3400.2,28878.66,31343.3,32261.0,33635.4,762.9,9094.1,7717.5,9687.1,1951.8,53.0,1666.6,850.3,33852.2,33838.4,5224.7345,-4587.4146,-703.8199,1798.8,0.0,2457.9,2451.9,2415.9,2510.1,5.1034,437.529,1.8605,-0.0274,6898.3679,-7856.7437,1004.066,5.1034,135.8,95.0361,95.5922,0.5561,43.1981,5.2925,0.0,0.0206,0.1559,22.4369,0.0,5.2762,19.2077,52.9028,10.0042,7.2141,5.2925,7.3853,4.9134,17.7376,19.1826,26.768,14.4969,10.5318,11.3898,9.1051,111.2904,22.7207,0.3085,1.2049,0.6331,0.0085,0.9444,5.8325,11.7762,15.4026,25.7282,34.4131,3.9681,4.8976,2.0,17.6632,10754.0,309.85,1.1633,34188.1643,23.4693,3.3441,1624596.0
5977,86675,GUJARAT CRAFT INDS. LTD.,2018,1306.5,1305.0,1039.3,17.1,1039.3,565.6303,656.1,468.4,0.8,298.7,,298.7,1227.1,1277.2,17.3,17.1,72.4,1.2,40.0,239.0,88.2,22.0,48.9,407.4,89.7,1122.46,1234.1,1299.7,1302.1,17.3,383.2,374.4,407.4,40.0,1.2,73.2,223.4,1306.2,1315.3,56.0486,217.0425,11.9089,17.1,0.0,22.3,19.5,70.9,31.0,0.0,348.5577,1.4789,6.2024,76.1553,19.6662,4.2787,0.0,40.0,94.4141,98.2688,3.8547,18.3333,1.3088,0.0,0.5574,2.5641,19.2865,0.0,55.8528,2.6756,19.0635,6.8657,1.4925,1.3088,2.3728,1.2862,9.025,9.1861,16.6532,3.9360000000000004,3.0056,3.0593,1.9017,20.397000000000002,45.5266,0.6509,1.1541,1.979,0.0135,3.0463,25.5291,14.1725,4.1827,5.3012,49.4773,5.0212,5.5591,10.0,3.58,199.9,72.9,1.05,346.0916,19.7767,1.7997,11592.0
5986,86677,MUNJAL AUTO INDS. LTD.,2018,10608.7,10564.7,4974.7,415.9,4974.7,1677.6355,2712.6,1716.8,0.8,1582.3,0.3,1582.3,9863.8,9907.7,181.9,295.5,586.1,1.0,42.2,272.7,726.2,539.7,200.0,2101.6,768.0,9213.86,10012.5,10218.1,10328.1,181.9,2262.1,1750.9,2101.6,,39.3,898.3,367.5,10608.7,10590.0,864.9272,346.6568,32.016,415.9,0.0,542.2,541.9,544.3,614.0,24.0442,603.3868,2.2539,3.125,27.8753,69.5503,3.0802,24.0442,42.2,96.5326,96.9623,0.4296,13.7328,3.9204,0.0,0.0391,0.0,23.6849,0.0,5.7161,16.4062,54.1536,7.2393,5.1081,3.9204,5.7877,3.9411,15.6147,15.5326,22.930999999999997,17.741,13.7438,13.6715,8.8829,39.2344,58.3315,1.3334,1.5045,0.1018,0.4402,5.7306,57.4724,216.2878,7.2562,7.2778,17.2724,5.1765,5.9326,2.0,4.181,2910.0,98.35,1.1327,9460.0,22.9667,3.3326,2246009.0
5991,86708,GUJARAT FLUOROCHEMICALS LTD.,2018,23428.7,20907.0,50002.1,4873.1,50002.1,10922.0582,13959.2,9987.1,0.4,5598.2,,5598.2,14600.2,15076.3,1521.3,4410.4,6877.7,412.5,384.0,3461.6,5877.3,4773.8,109.9,23420.8,8399.0,12693.15,16492.5,18126.1,20558.7,1521.3,36042.9,18983.6,23420.8,63.9,893.9,812.6,4818.2,21828.9,20477.5,2266.1665,4421.7803,621.6532,4873.1,0.0,6401.6,6378.1,4356.0,6516.2,7.8882,110.1319,0.5079,1.2855,60.4928,31.0026,9.9062,7.8882,384.0,80.5479,83.1745,2.6266,5.3404,20.7997,0.0,0.2405,0.0393,18.1129,0.0,5.6685,17.9188,58.02,35.8492,27.2234,20.7997,27.8129,14.9953,10.0477,14.9584,20.0021,12.0903,8.2901,12.3418,7.0954,54.8736,40.104,0.6365,1.0791,0.2155,0.0869,4.8180000000000005,3.1487,10.6335,4.477,7.9268,15.7769,0.9223,1.101,1.0,34.5316,35943.8,921.0,1.0791,99546.07,34.3843,3.0321,484694.0
6004,86729,G H C L LTD.,2018,30857.4,29621.3,38149.2,3645.1,38149.2,12432.2203,11123.5,10421.1,1.7,2855.6,,2855.6,23137.6,24415.8,1095.3,3233.6,6384.3,24.2,1065.8,5878.8,6247.5,4162.3,974.2,27224.3,7479.6,20235.15,24321.1,26976.1,29120.0,1095.3,27025.7,24915.5,27224.3,1303.3,288.3,-1087.7,10290.3,29959.3,29385.1,3621.0641,-2677.8527,-320.7114,3645.1,0.0,5106.1,5052.9,5152.2,4235.7,9.3825,118.887,0.835,0.1575,-430.1771,581.697,-37.5176,9.3825,1065.8,85.7707,90.509,4.7383,14.4374,11.8127,0.0,0.0,0.7113,14.6438,0.0,17.0891,18.8219,48.7339,24.2392,16.375,11.8127,13.7267,9.1825,18.6032,24.6494,28.6432,14.6,9.6496,12.7858,7.4442,101.71700000000001,25.6718,0.3853,0.9066,0.8142,0.0208,3.6393,3.1526,15.5979,9.6737,5.3626,16.9866,1.1298,1.2153,10.0,28.2376,16755.6,357.5,1.0875,34302.739,12.6229,2.1953,3016308.0
